word	pair_eucl_dist_he_she	pair_eucl_dist_he_i	pair_eucl_dist_she_i	pair_eucl_dist_he_you	pair_eucl_dist_she_you	pair_eucl_dist_he_they	pair_eucl_dist_she_they	pair_eucl_dist_i_you	triple_eucl_dist_he_she_i	triple_eucl_dist_he_she_you	triple_eucl_dist_he_she_they	triple_eucl_dist_i_you_they	eucl_center_dist_he_she_i	eucl_center_dist_he_she_you	eucl_center_dist_he_she_they	eucl_center_dist_i_you_they	eucl_center_dist_he_i_you_they	eucl_center_dist_she_i_you_they	eucl_center_dist_he_she_i_you_they	pair_cos_simil_he_she	pair_cos_simil_he_i	pair_cos_simil_she_i	pair_cos_simil_he_you	pair_cos_simil_she_you	pair_cos_simil_he_they	pair_cos_simil_she_they	pair_cos_simil_i_you	triple_cos_simil_he_she_i	triple_cos_simil_he_she_you	triple_cos_simil_he_she_they	triple_cos_simil_i_you_they	stat_bergsma	stat_bls
administrator	2.0755858421325684	3.6446824073791504	3.071251630783081	4.457925319671631	3.982909679412842	3.7607598304748535	3.4689533710479736	2.8860695362091064	8.791519165039062	10.516420364379883	9.305299758911133	8.991904258728027	5.085115909576416	6.140201568603516	5.408074378967285	5.191451072692871	8.495368003845215	7.956503391265869	10.69256591796875	0.9830225706100464	0.9474655389785767	0.9624158143997192	0.9205098748207092	0.9360401034355164	0.942970871925354	0.9510493874549866	0.9663320779800415	0.8963748216629028	0.8470058441162109	0.8815863132476807	0.8934139609336853	10.9	54.86
salesperson	1.741476058959961	2.549272060394287	2.243093490600586	3.43622088432312	3.14353609085083	2.7501771450042725	2.753377914428711	2.393529176712036	6.533841609954834	8.321232795715332	7.245031356811523	8.560111045837402	3.7747600078582764	4.848661422729492	4.20220947265625	4.941838264465332	7.064793586730957	6.811563968658447	8.614471435546875	0.9882044792175293	0.974818766117096	0.9806118607521057	0.9542233943939209	0.9619364142417908	0.9699289202690125	0.9704864025115967	0.9780095219612122	0.9446433186531067	0.9070751070976257	0.9301996827125549	0.9066017866134644	35.79	48.08
receptionist	1.821552038192749	2.8950326442718506	2.626343250274658	3.9371731281280518	3.7831246852874756	3.081526041030884	3.0998051166534424	3.0962471961975098	7.342927932739258	9.541850090026855	8.002882957458496	9.356494903564453	4.250879764556885	5.592926025390625	4.651241302490234	5.401759147644043	7.85688591003418	7.694241523742676	9.726290702819824	0.9897000193595886	0.9735702276229858	0.9785153865814209	0.9500777721405029	0.9551780223846436	0.9698044061660767	0.970214307308197	0.9697288870811462	0.9428411722183228	0.8981462121009827	0.9312266707420349	0.9064210057258606	67.22	90.6
librarian	1.900860071182251	3.1723408699035645	2.641172170639038	4.183399677276611	3.707545518875122	3.8072667121887207	3.418567419052124	2.762566328048706	7.7143731117248535	9.791805267333984	9.126693725585938	9.6946439743042	4.455877780914307	5.719874382019043	5.316006660461426	5.600121974945068	8.50181770324707	7.943118572235107	10.344022750854492	0.9896622896194458	0.971289336681366	0.9800189733505249	0.949222981929779	0.9599083662033081	0.9579659700393677	0.9660743474960327	0.9779722094535828	0.9420416951179504	0.9017477035522461	0.9158991575241089	0.9096121191978455	85.58	83.0
advisor	1.9900110960006714	3.8999905586242676	3.1401593685150146	4.439138889312744	3.8084545135498047	3.967904567718506	3.434661626815796	2.6564407348632812	9.030160903930664	10.237604141235352	9.392577171325684	8.766173362731934	5.219372749328613	5.969448089599609	5.458601951599121	5.060516357421875	8.586654663085938	7.803839683532715	10.711376190185547	0.9851356744766235	0.9429911971092224	0.9626150727272034	0.9246014356613159	0.9436793923377991	0.9395161271095276	0.9539493918418884	0.9730205535888672	0.8942446112632751	0.8595577478408813	0.8829286694526672	0.9024401903152466	13.37	37.9
pharmacist	1.6940468549728394	2.3502542972564697	2.0665674209594727	2.855229377746582	2.691002130508423	2.3536553382873535	2.2928526401519775	1.9006843566894531	6.110868453979492	7.240278244018555	6.340554714202881	7.147356986999512	3.528665065765381	4.201798915863037	3.6668810844421387	4.133633613586426	6.027647495269775	5.813302516937256	7.45172119140625	0.9916166663169861	0.9839033484458923	0.9875481128692627	0.9764733910560608	0.9790996313095093	0.983716607093811	0.984534740447998	0.9896029233932495	0.9635062217712402	0.9480497241020203	0.9603838920593262	0.9503589272499084	11.53	57.0
janitor	1.583701729774475	2.5583972930908203	2.3201465606689453	3.37229585647583	3.2659876346588135	2.5370774269104004	2.592874765396118	2.347913980484009	6.462245464324951	8.22198486328125	6.713654041290283	8.001628875732422	3.7422614097595215	4.817348003387451	3.896378517150879	4.617688179016113	6.727663516998291	6.600789546966553	8.345572471618652	0.9926368594169617	0.9808189272880554	0.9842073321342468	0.9664208292961121	0.9684593677520752	0.9812278151512146	0.9802742004394531	0.9837543964385986	0.9582213163375854	0.9290478229522705	0.954789936542511	0.9372503757476807	4.2	34.3
psychologist	1.976831078529358	3.711472749710083	3.278532028198242	4.3174238204956055	3.992194652557373	4.074182510375977	3.7358081340789795	2.9799001216888428	8.966835975646973	10.286449432373047	9.786821365356445	10.753067016601562	5.207340717315674	6.021857261657715	5.71287202835083	6.214093208312988	9.333259582519531	8.888858795166016	11.434083938598633	0.9878329634666443	0.9569501876831055	0.9662673473358154	0.9407232999801636	0.9490902423858643	0.9471311569213867	0.9554734230041504	0.9716187119483948	0.913419246673584	0.8819682002067566	0.893947958946228	0.876709520816803	33.15	70.3
physician	2.1927077770233154	3.820011615753174	3.0847620964050293	4.439041614532471	3.915262460708618	4.034914493560791	3.479330539703369	3.161989450454712	9.097480773925781	10.547012329101562	9.706953048706055	10.268839836120605	5.24969482421875	6.139554023742676	5.627091407775879	5.92849063873291	9.200054168701172	8.467910766601562	11.204687118530273	0.9858724474906921	0.9567412734031677	0.9710787534713745	0.9406915307044983	0.95225590467453	0.9515345692634583	0.9624592661857605	0.969253659248352	0.9159456491470337	0.8831238746643066	0.9028750658035278	0.8926461338996887	8.41	37.9
carpenter	1.6863311529159546	2.973879814147949	2.6956305503845215	3.9510080814361572	3.657320261001587	3.055490732192993	3.016845703125	2.8333687782287598	7.355841636657715	9.294659614562988	7.758667945861816	9.666265487670898	4.2688446044921875	5.459409713745117	4.518254280090332	5.575555801391602	8.017823219299316	7.762307167053223	9.761484146118164	0.991990327835083	0.974794864654541	0.9787878394126892	0.9550682902336121	0.9603931903839111	0.973659336566925	0.973260223865509	0.9761152267456055	0.9464751482009888	0.9098942875862122	0.9400337338447571	0.9068488478660583	11.99	2.07
nurse	2.287440061569214	3.4249677658081055	3.0447280406951904	4.151043891906738	3.9373624324798584	3.9027702808380127	4.169044017791748	2.813950777053833	8.757135391235352	10.375846862792969	10.359253883361816	10.728724479675293	5.061830520629883	6.036303520202637	6.024932384490967	6.2073974609375	9.083966255187988	8.929218292236328	11.34036922454834	0.9838167428970337	0.963598906993866	0.971182644367218	0.9454898834228516	0.9508865475654602	0.9518277049064636	0.9447526931762695	0.9749915599822998	0.9206857085227966	0.8845040202140808	0.8846890926361084	0.877837061882019	88.31	89.58
investigator	1.741949200630188	3.215449810028076	2.7997474670410156	4.227550029754639	3.9304680824279785	3.4247992038726807	3.191190719604492	2.82791805267334	7.75714635848999	9.899967193603516	8.357938766479492	9.241777420043945	4.499405860900879	5.826563835144043	4.873305320739746	5.334455490112305	8.192238807678223	7.811830997467041	10.142438888549805	0.9903143644332886	0.9667539000511169	0.9745990633964539	0.9418218731880188	0.9493014812469482	0.9622372984886169	0.9669061899185181	0.9734994173049927	0.9330716729164124	0.8854132294654846	0.9213817715644836	0.9064379930496216	5.29	45.15
bartender	2.104628086090088	2.9140114784240723	2.6547393798828125	4.137932300567627	4.036543369293213	3.4472947120666504	3.3967292308807373	3.2942917346954346	7.673378944396973	10.279104232788086	8.948652267456055	10.911904335021973	4.4334869384765625	6.003107070922852	5.194211483001709	6.298338890075684	8.736992835998535	8.56987190246582	10.63650894165039	0.9878383278846741	0.9765901565551758	0.9804972410202026	0.9519854784011841	0.9540772438049316	0.967218279838562	0.9679482579231262	0.9694714546203613	0.9458985924720764	0.8972216248512268	0.9248312711715698	0.8874515295028687	20.42	59.8
specialist	2.070823907852173	3.0660691261291504	2.7011375427246094	4.187954902648926	3.904080629348755	3.258230686187744	3.294384002685547	2.7790181636810303	7.8380303382873535	10.162858963012695	8.623437881469727	9.598640441894531	4.528932094573975	5.932398796081543	5.001803398132324	5.538804054260254	8.201346397399902	7.9417643547058105	10.18519401550293	0.9856476187705994	0.9682026505470276	0.9754282236099243	0.9398786425590515	0.9480285048484802	0.9636998176574707	0.9630915522575378	0.9733028411865234	0.9308576583862305	0.8782432675361633	0.9148102402687073	0.8944581747055054	20.22	41.35
electrician	2.011324644088745	2.293318510055542	2.2492105960845947	3.182945966720581	3.0117692947387695	2.6937296390533447	2.8097567558288574	2.419358491897583	6.553853988647461	8.206040382385254	7.514810562133789	8.783934593200684	3.7842843532562256	4.755135536193848	4.345511436462402	5.07317590713501	6.9240312576293945	6.874497413635254	8.540226936340332	0.9865977764129639	0.982678234577179	0.9831892251968384	0.9663308262825012	0.9693658351898193	0.976144015789032	0.9729481339454651	0.9805510640144348	0.9532099962234497	0.9241738319396973	0.9370089173316956	0.9141407608985901	0.8	2.3
officer	2.361543655395508	3.966010808944702	3.2118723392486572	4.531318187713623	3.9952619075775146	3.619654893875122	3.2171790599823	2.803356409072876	9.539426803588867	10.888124465942383	9.19837760925293	9.53453540802002	5.503388404846191	6.326708793640137	5.318632125854492	5.50636625289917	8.848098754882812	8.160091400146484	10.975967407226562	0.9815039038658142	0.9470624327659607	0.9642784595489502	0.9300886988639832	0.9438762068748474	0.9567246437072754	0.9643385410308838	0.9718479514122009	0.8963406682014465	0.8616510629653931	0.9055418372154236	0.8916575908660889	7.29	30.42
pathologist	1.5620276927947998	3.170417070388794	2.7335798740386963	3.3685240745544434	3.1510415077209473	2.8766651153564453	2.457587718963623	2.3201606273651123	7.466024398803711	8.081592559814453	6.896280288696289	7.524168968200684	4.3403730392456055	4.73111629486084	3.9958579540252686	4.34360408782959	6.9158124923706055	6.4839887619018555	8.589624404907227	0.9917430281639099	0.9655699729919434	0.9736610651016235	0.9608826637268066	0.9648454785346985	0.9726521968841553	0.9794274568557739	0.9801479578018188	0.9323751926422119	0.9194482564926147	0.9447763562202454	0.9309467077255249	11.48	97.5
teacher	2.565927028656006	3.9440419673919678	3.1514453887939453	4.817220687866211	4.242996692657471	3.8791697025299072	3.563199043273926	2.6562070846557617	9.66141414642334	11.626144409179688	10.008296012878418	10.039097785949707	5.567882061004639	6.75070333480835	5.790325164794922	5.802739143371582	9.274724960327148	8.575379371643066	11.528707504272461	0.9803853631019592	0.9531286954879761	0.9703219532966614	0.9286150336265564	0.9453241229057312	0.9538617730140686	0.9620844721794128	0.9784395098686218	0.9067012667655945	0.8606236577033997	0.8996953368186951	0.8953350186347961	54.35	71.0
lawyer	2.3350298404693604	3.7070982456207275	3.024263858795166	4.521198749542236	4.051165580749512	4.303223133087158	3.686438798904419	2.8145108222961426	9.066391944885254	10.907394409179688	10.324691772460938	10.250838279724121	5.229724407196045	6.345002174377441	5.983342170715332	5.923428058624268	9.282794952392578	8.574524879455566	11.40550422668457	0.9837308526039124	0.9586596488952637	0.9717925190925598	0.93753582239151	0.9481837749481201	0.9439994096755981	0.9575594067573547	0.9753623604774475	0.9164616465568542	0.8744936585426331	0.8892292380332947	0.8884003162384033	7.35	34.5
planner	2.2910330295562744	4.290854454040527	3.3582401275634766	4.391296863555908	3.69905686378479	3.5199568271636963	3.1790409088134766	3.3947761058807373	9.9401273727417	10.381386756896973	8.990030288696289	10.431215286254883	5.729100227355957	6.016242980957031	5.20053768157959	6.0224409103393555	9.241231918334961	8.44452953338623	11.163494110107422	0.98554527759552	0.9509961009025574	0.9701803922653198	0.9470502138137817	0.9626151323318481	0.965144693851471	0.9722633361816406	0.9695437550544739	0.9093013405799866	0.8984673023223877	0.9248108267784119	0.9069008231163025	20.96	77.6
practitioner	1.9920308589935303	3.5838539600372314	3.028111457824707	4.967053413391113	4.507052898406982	4.07678747177124	3.6750450134277344	3.293142795562744	8.603996276855469	11.466136932373047	9.743864059448242	10.213354110717773	4.9797539710998535	6.747210502624512	5.68123722076416	5.896492958068848	9.295690536499023	8.736625671386719	11.510528564453125	0.9880146384239197	0.9609715342521667	0.9720306992530823	0.9238088130950928	0.9370458126068115	0.948698103427887	0.95835280418396	0.9661706686019897	0.9228983521461487	0.8552760481834412	0.8982905149459839	0.8934917449951172	34.19	74.79
plumber	1.5004312992095947	2.4670321941375732	2.202476739883423	3.3044493198394775	3.099843978881836	2.792604446411133	2.6308276653289795	2.52585506439209	6.169939994812012	7.90472412109375	6.923863410949707	8.600794792175293	3.5725512504577637	4.632604122161865	4.030674934387207	4.964251518249512	7.003633499145508	6.746095657348633	8.434410095214844	0.9933391809463501	0.9819531440734863	0.9855164885520935	0.9676104187965393	0.9713162779808044	0.9770083427429199	0.9793452024459839	0.9809359908103943	0.9612851738929749	0.9335955381393433	0.9504551887512207	0.9267253875732422	3.34	0.7
instructor	1.9478974342346191	3.3530240058898926	2.8186047077178955	4.258814334869385	3.8457982540130615	3.6741280555725098	3.464811325073242	2.792019844055176	8.119525909423828	10.052509307861328	9.086836814880371	9.381747245788574	4.694185256958008	5.877455234527588	5.292541980743408	5.415356636047363	8.417539596557617	7.946243762969971	10.433723449707031	0.9893400073051453	0.9680505990982056	0.9775590300559998	0.9475077986717224	0.9576862454414368	0.9612702131271362	0.9660996198654175	0.9774495363235474	0.9362387657165527	0.8977421522140503	0.9187830686569214	0.9144269227981567	16.07	62.3
surgeon	1.9784151315689087	3.378161668777466	3.016467571258545	4.144625663757324	3.731924533843994	3.3991708755493164	3.159053087234497	2.9051082134246826	8.37304401397705	9.854965209960938	8.536639213562012	9.650556564331055	4.852349281311035	5.750880241394043	4.9547529220581055	5.572314262390137	8.40173625946045	7.990544319152832	10.337181091308594	0.9881758093833923	0.96552973985672	0.9721129536628723	0.9470088481903076	0.9559171795845032	0.964878261089325	0.968574047088623	0.9741071462631226	0.9275057315826416	0.8945580124855042	0.9235056638717651	0.9042426943778992	4.34	37.9
veterinarian	1.1095147132873535	1.9852821826934814	1.873294472694397	2.6756374835968018	2.5806093215942383	1.9124407768249512	1.9553022384643555	1.9229629039764404	4.968091011047363	6.365761756896973	4.97725772857666	6.8426947593688965	2.8884456157684326	3.752105236053467	2.8951144218444824	3.947023868560791	5.489865303039551	5.414263725280762	6.660184383392334	0.9966341853141785	0.9894367456436157	0.9905886650085449	0.9807605147361755	0.9821274280548096	0.9898647665977478	0.989516019821167	0.9901435971260071	0.9768258929252625	0.9599897265434265	0.9761902689933777	0.9580287337303162	35.55	60.5
paramedic	1.5978004932403564	2.437129497528076	2.330177068710327	3.2448675632476807	3.138064384460449	2.5092241764068604	2.439849853515625	2.4487922191619873	6.36510705947876	7.980731964111328	6.546874046325684	8.130270004272461	3.6861748695373535	4.665943145751953	3.7950613498687744	4.693802356719971	6.670802593231201	6.555739402770996	8.20419692993164	0.9927534461021423	0.9830763936042786	0.9846367835998535	0.9704492688179016	0.9724941849708557	0.9816622734069824	0.9830764532089233	0.983273446559906	0.96095871925354	0.9369173049926758	0.9580557942390442	0.938910186290741	7.52	32.9
examiner	1.6526938676834106	3.6566357612609863	2.9511606693267822	4.308379650115967	3.658050775527954	3.430649995803833	2.955488443374634	2.5690624713897705	8.260490417480469	9.619124412536621	8.038832664489746	8.26197624206543	4.789225101470947	5.640275955200195	4.676614284515381	4.769351959228516	8.007808685302734	7.270818710327148	9.902971267700195	0.9905983805656433	0.953343391418457	0.9691693186759949	0.9344685077667236	0.9520833492279053	0.9588385820388794	0.9689370393753052	0.9759505391120911	0.9152645468711853	0.8813273310661316	0.9203196167945862	0.9179908037185669	6.9	62.46
chemist	2.421945333480835	3.9836196899414062	3.158928394317627	4.659911155700684	4.006835460662842	3.874234676361084	3.3697140216827393	2.809492826461792	9.564493179321289	11.088691711425781	9.6658935546875	10.105142593383789	5.511471748352051	6.434808731079102	5.589038848876953	5.840184211730957	9.256603240966797	8.450119018554688	11.33113956451416	0.9848649501800537	0.9584316611289978	0.9729257225990295	0.9424558877944946	0.9554727673530579	0.9609436988830566	0.9685959815979004	0.9784507751464844	0.9183696508407593	0.8868619799613953	0.9166790246963501	0.9062784910202026	10.13	36.1
machinist	1.633327841758728	2.429741144180298	2.4402527809143066	3.1252570152282715	3.0477089881896973	2.2233588695526123	2.2959609031677246	2.2133967876434326	6.503321647644043	7.806293964385986	6.152647972106934	7.963074684143066	3.766834259033203	4.553944110870361	3.5585899353027344	4.59665584564209	6.452540397644043	6.449065685272217	8.001343727111816	0.9919732213020325	0.9821784496307373	0.9818806052207947	0.9703964591026306	0.9714184999465942	0.9850463271141052	0.9833135604858398	0.9851723909378052	0.9566410779953003	0.9350945353507996	0.9608345627784729	0.9355652928352356	6.11	6.7
appraiser	1.4324795007705688	2.282968759536743	2.007312297821045	2.6170029640197754	2.56168794631958	2.1513009071350098	2.0663299560546875	1.915205478668213	5.722760200500488	6.611170291900635	5.650110244750977	6.793180465698242	3.3100056648254395	3.8503966331481934	3.271334171295166	3.9249861240386963	5.6703877449035645	5.498394012451172	6.970229148864746	0.9934936761856079	0.9838130474090576	0.9875266551971436	0.9790274500846863	0.9799411296844482	0.9854276776313782	0.986303985118866	0.9888266324996948	0.9652204513549805	0.9531471729278564	0.9656075239181519	0.9538187384605408	20.33	52.24
nutritionist	1.6174019575119019	2.469273090362549	2.300785541534424	3.4102048873901367	3.268082618713379	2.7214608192443848	2.752054214477539	2.58208966255188	6.387460708618164	8.295689582824707	7.090917110443115	9.044919967651367	3.697293281555176	4.856507301330566	4.120809555053711	5.221836090087891	7.209934711456299	7.088754177093506	8.743717193603516	0.9911288022994995	0.9795763492584229	0.9823157787322998	0.9615575075149536	0.9647943377494812	0.974410355091095	0.9741729497909546	0.9781571626663208	0.9537169933319092	0.9194753766059875	0.9408232569694519	0.9111733436584473	27.27	94.6
architect	3.0060617923736572	4.6020894050598145	3.207308292388916	5.180953502655029	4.0035576820373535	4.441734313964844	3.0365850925445557	2.7996482849121094	10.815460205078125	12.190572738647461	10.484380722045898	10.291976928710938	6.200675010681152	7.016345024108887	6.0125932693481445	5.947739124298096	10.021692276000977	8.423083305358887	11.95561408996582	0.9758235216140747	0.9411221146583557	0.9688788652420044	0.9248529076576233	0.9503439664840698	0.9464752674102783	0.9718992114067078	0.976092517375946	0.8897883892059326	0.8576789498329163	0.8976391553878784	0.8902974128723145	2.83	20.81
hairdresser	1.399977445602417	2.105851173400879	1.7849334478378296	2.7207789421081543	2.5046846866607666	2.1301934719085693	1.9886109828948975	1.9804553985595703	5.290761947631836	6.625441074371338	5.518781661987305	6.813175201416016	3.054469108581543	3.85947847366333	3.194396495819092	3.9303207397460938	5.623067855834961	5.341814041137695	6.791670799255371	0.9944536089897156	0.9874835014343262	0.9910309910774231	0.9788829684257507	0.9822490215301514	0.9867795705795288	0.9888784885406494	0.9889583587646484	0.9731989502906799	0.9561739563941956	0.9703928828239441	0.9563113451004028	80.11	94.2
baker	2.1506919860839844	3.4340834617614746	3.1213889122009277	4.265103816986084	3.992311716079712	3.230741262435913	3.2223668098449707	2.5932669639587402	8.706164360046387	10.40810775756836	8.603799819946289	10.09720230102539	5.040816307067871	6.071870803833008	4.984147071838379	5.838649749755859	8.628973007202148	8.369874954223633	10.690075874328613	0.9877820611000061	0.9685057401657104	0.9738057851791382	0.950927197933197	0.9567304253578186	0.9723909497261047	0.9721789360046387	0.981319785118103	0.9316132664680481	0.8986653685569763	0.9337879419326782	0.9034544825553894	8.93	60.8
programmer	2.3657474517822266	3.986906051635742	3.0347330570220947	4.601292133331299	4.073000907897949	3.6606547832489014	3.2611887454986572	3.066387176513672	9.387386322021484	11.040040969848633	9.287590980529785	10.277871131896973	5.3982038497924805	6.419103622436523	5.3713531494140625	5.9354143142700195	9.209817886352539	8.446410179138184	11.215785026550293	0.9843306541442871	0.9550381898880005	0.973236620426178	0.9393112063407898	0.950779378414154	0.9627044796943665	0.9689320921897888	0.9722427129745483	0.9149138331413269	0.8790838122367859	0.9181789755821228	0.8963207006454468	4.04	18.35
